index,school_id,year,category,1,2A(1),2A(2),2B,2C,2C(S),3,Total,sort_id
7597,north-vista,2022,odds,,,,,,,,,5
7598,north-vista,2022,taken,79,44,0,0,43,49,0,215,3
7599,north-vista,2022,vacancy,180,101,0,39,117,74,25,240,1
7600,north-vista,2023,applied,57,35,0,1,55,50,0,0,2
7601,north-vista,2023,ballot,,,,,,,,,4
7602,north-vista,2023,odds,,,,,,,,,5
7603,north-vista,2023,taken,57,35,0,1,55,50,0,198,3
7604,north-vista,2023,vacancy,180,123,0,49,148,94,44,240,1
7605,northland,2009,applied,0,0,0,51,153,0,0,0,2
7606,northland,2009,ballot,,,,,,,,,4
7607,northland,2009,odds,,,,1,0.601307189542484,,,,5
7608,northland,2009,taken,104,1,22,51,92,0,0,270,3
7609,northland,2009,vacancy,0,0,0,72,92,0,0,270,1
7610,northland,2010,applied,0,0,0,35,137,0,0,0,2
7611,northland,2010,ballot,,,,,,,,,4
7612,northland,2010,odds,,,,1,0.576642335766423,,,,5
7613,northland,2010,taken,107,0,19,35,79,0,0,240,3
7614,northland,2010,vacancy,0,0,0,57,79,0,0,240,1
7615,northland,2011,applied,0,0,0,54,146,0,0,0,2
7616,northland,2011,ballot,,,,,,,,,4
7617,northland,2011,odds,,,,0.814814814814815,0.301369863013699,,,,5
7618,northland,2011,taken,120,0,32,44,44,0,0,240,3
7619,northland,2011,vacancy,0,0,0,44,44,0,0,240,1
7620,northland,2012,applied,0,0,0,47,99,0,0,0,2
7621,northland,2012,ballot,,,,,,,,,4
7622,northland,2012,odds,,,,1,0.474747474747475,,,,5
7623,northland,2012,taken,119,0,27,47,47,0,0,240,3
7624,northland,2012,vacancy,0,0,0,47,47,0,0,240,1
7625,northland,2013,applied,0,0,0,25,112,0,0,0,2
7626,northland,2013,ballot,,,,,,,,,4
7627,northland,2013,odds,,,,1,0.696428571428571,,,,5
7628,northland,2013,taken,102,0,35,25,78,0,0,240,3
7629,northland,2013,vacancy,0,0,0,52,78,0,0,240,1
7630,northland,2014,applied,0,0,0,27,156,0,0,0,2
7631,northland,2014,ballot,,,,,,,,,4
7632,northland,2014,odds,,,,1,0.487179487179487,,,,5
7633,northland,2014,taken,89,0,48,27,76,0,0,240,3
7634,northland,2014,vacancy,0,0,0,52,76,0,0,240,1
7635,northland,2015,applied,0,0,0,26,160,0,0,0,2
7636,northland,2015,ballot,,,,,,,,,4
7637,northland,2015,odds,,,,1,0.5,,,,5
7638,northland,2015,taken,95,0,39,26,80,0,0,240,3
7639,northland,2015,vacancy,0,0,0,53,80,0,0,240,1
7640,northland,2016,applied,0,0,0,25,160,0,0,0,2
7641,northland,2016,ballot,,,,,,,,,4
7642,northland,2016,odds,,,,1,0.35625,,,,5
7643,northland,2016,taken,110,0,49,24,57,0,0,240,3
7644,northland,2016,vacancy,0,0,0,41,57,0,0,240,1
7645,northland,2017,applied,0,0,0,24,200,0,0,0,2
7646,northland,2017,ballot,,,,,,,,,4
7647,northland,2017,odds,,,,1,0.255,,,,5
7648,northland,2017,taken,115,4,46,24,51,0,0,240,3
7649,northland,2017,vacancy,0,0,0,38,51,0,0,240,1
7650,northland,2018,applied,0,0,0,24,194,0,0,0,2
7651,northland,2018,ballot,,,,,,,,,4
7652,northland,2018,odds,,,,1,0.164948453608247,,,,5
7653,northland,2018,taken,119,10,57,22,32,0,0,240,3
7654,northland,2018,vacancy,0,0,0,27,32,0,0,240,1
7655,northland,2019,applied,88,20,26,25,243,0,0,0,2
7656,northland,2019,ballot,,,,,SC<1,,,,4
7657,northland,2019,odds,,,,,0.34156378600823,,,,5
7658,northland,2019,taken,88,20,26,25,83,0,0,242,3
7659,northland,2019,vacancy,200,112,92,53,83,0,0,240,1
7660,northland,2020,applied,98,21,46,28,215,0,0,0,2
7661,northland,2020,ballot,,,,,SC<1,,,,4
7662,northland,2020,odds,,,,,0.227906976744186,,,,5
7663,northland,2020,taken,98,21,46,28,49,0,0,242,3
7664,northland,2020,vacancy,200,102,81,38,49,0,0,240,1
7665,northland,2021,applied,109,21,56,36,191,0,0,0,2
7666,northland,2021,ballot,,,,SC<1,SC<1,,,,4
7667,northland,2021,odds,,,,0.75,0.146596858638743,,,,5
7668,northland,2021,taken,109,21,56,27,28,0,0,241,3
7669,northland,2021,vacancy,200,91,70,27,28,0,0,240,1
7670,northland,2022,applied,120,62,0,22,199,0,0,0,2
7671,northland,2022,ballot,,SC>2,,SC<1#,SC<1,,,,4
7672,northland,2022,odds,,0.967741935483871,,0.909090909090909,0.21105527638191,,,,5
7673,northland,2022,taken,120,60,0,20,42,0,0,242,3
7674,northland,2022,vacancy,180,60,0,20,42,0,0,240,1
7675,northland,2023,applied,104,72,0,22,200,0,0,0,2
7676,northland,2023,ballot,,,,SC<2#,SC<1,,,,4
7677,northland,2023,odds,,,,0.954545454545455,0.22,,,,5
7678,northland,2023,taken,104,72,0,21,44,0,0,241,3
7679,northland,2023,vacancy,180,76,0,21,44,0,0,240,1
7680,northoaks,2013,applied,0,0,0,0,71,34,0,0,2
7681,northoaks,2013,ballot,,,,,,,,,4
7682,northoaks,2013,odds,,,,1,1,1,1,,5
7683,northoaks,2013,taken,0,0,0,0,70,112,0,182,3
7684,northoaks,2013,vacancy,0,0,0,105,210,140,28,210,1
7685,northoaks,2014,applied,0,0,0,0,65,17,0,0,2
7686,northoaks,2014,ballot,,,,,,,,,4
7687,northoaks,2014,odds,,,,1,1,1,1,,5
7688,northoaks,2014,taken,9,0,0,0,65,17,0,91,3
7689,northoaks,2014,vacancy,0,0,0,101,201,136,119,210,1
7690,northoaks,2015,applied,0,0,0,0,65,16,0,0,2
7691,northoaks,2015,ballot,,,,,,,,,4
7692,northoaks,2015,odds,,,,1,1,1,1,,5
7693,northoaks,2015,taken,31,0,4,0,65,16,0,116,3
7694,northoaks,2015,vacancy,0,0,0,73,145,80,64,180,1
7695,northoaks,2016,applied,0,0,0,0,46,5,0,0,2
7696,northoaks,2016,ballot,,,,,,,,,4
7697,northoaks,2016,odds,,,,1,1,1,1,,5
7698,northoaks,2016,taken,36,0,0,0,46,5,0,87,3
7699,northoaks,2016,vacancy,0,0,0,57,114,68,63,150,1
7700,northoaks,2017,applied,0,0,0,0,49,8,0,0,2
7701,northoaks,2017,ballot,,,,,,,,,4
7702,northoaks,2017,odds,,,,1,1,1,1,,5
7703,northoaks,2017,taken,38,0,0,0,49,8,0,95,3
7704,northoaks,2017,vacancy,0,0,0,71,142,93,85,180,1
7705,northoaks,2018,applied,0,0,0,0,33,14,0,0,2
7706,northoaks,2018,ballot,,,,,,,,,4
7707,northoaks,2018,odds,,,,1,1,1,1,,5
7708,northoaks,2018,taken,52,0,13,0,33,14,0,112,3
7709,northoaks,2018,vacancy,0,0,0,88,175,142,128,240,1
7710,northoaks,2019,applied,45,0,11,0,26,8,0,0,2
7711,northoaks,2019,ballot,,,,,,,,,4
7712,northoaks,2019,odds,,,,,,,,,5
7713,northoaks,2019,taken,45,0,11,0,26,8,0,90,3
7714,northoaks,2019,vacancy,200,155,156,93,185,159,151,240,1
7715,northoaks,2020,applied,50,0,13,0,7,22,0,0,2
7716,northoaks,2020,ballot,,,,,,,,,4
7717,northoaks,2020,odds,,,,,,,,,5
7718,northoaks,2020,taken,50,0,13,0,7,22,0,92,3
7719,northoaks,2020,vacancy,200,150,150,89,179,173,151,240,1
7720,northoaks,2021,applied,58,0,12,0,17,17,0,0,2
7721,northoaks,2021,ballot,,,,,,,,,4
7722,northoaks,2021,odds,,,,,,,,,5
7723,northoaks,2021,taken,58,0,12,0,17,17,0,104,3
7724,northoaks,2021,vacancy,170,112,112,70,140,123,106,210,1
7725,northoaks,2022,applied,29,5,0,0,14,13,0,0,2
7726,northoaks,2022,ballot,,,,,,,,,4
7727,northoaks,2022,odds,,,,,,,,,5
7728,northoaks,2022,taken,29,5,0,0,14,13,0,61,3
7729,northoaks,2022,vacancy,160,131,0,62,186,172,159,220,1
7730,northoaks,2023,applied,35,9,0,0,20,3,0,0,2
7731,northoaks,2023,ballot,,,,,,,,,4
7732,northoaks,2023,odds,,,,,,,,,5
7733,northoaks,2023,taken,35,9,0,0,20,3,0,67,3
7734,northoaks,2023,vacancy,120,85,0,45,137,117,114,180,1
7735,northshore,2020,applied,0,0,0,0,47,36,0,0,2
7736,northshore,2020,ballot,,,,,,,,,4
7737,northshore,2020,odds,,,,,,,,,5
7738,northshore,2020,taken,0,0,0,0,47,36,0,83,3
7739,northshore,2020,vacancy,170,170,170,105,210,164,128,210,1
7740,northshore,2021,applied,6,0,0,1,93,79,0,0,2
7741,northshore,2021,ballot,,,,,,,,,4
7742,northshore,2021,odds,,,,,,,,,5
7743,northshore,2021,taken,6,0,0,1,93,79,0,179,3
7744,northshore,2021,vacancy,200,194,194,117,233,140,61,240,1
7745,northshore,2022,applied,33,31,0,1,75,87,0,0,2
7746,northshore,2022,ballot,,,,,,,,,4
7747,northshore,2022,odds,,,,,,,,,5
7748,northshore,2022,taken,33,31,0,1,75,87,0,227,3
7749,northshore,2022,vacancy,180,147,0,59,175,100,13,240,1
7750,northshore,2023,applied,52,69,0,1,110,12,0,0,2
7751,northshore,2023,ballot,,,,,,,,,4
7752,northshore,2023,odds,,,,,,,,,5
7753,northshore,2023,taken,52,69,0,1,110,12,0,244,3
7754,northshore,2023,vacancy,220,168,0,53,159,49,37,280,1
7755,oasis,2015,applied,0,0,0,1,118,77,0,0,2
7756,oasis,2015,ballot,,,,,,,,,4
7757,oasis,2015,odds,,,,1,1,1,1,,5
7758,oasis,2015,taken,0,0,0,1,118,77,0,196,3
7759,oasis,2015,vacancy,0,0,0,105,209,91,14,210,1
7760,oasis,2016,applied,0,0,0,0,186,27,0,0,2
7761,oasis,2016,ballot,,,,,,,,,4
7762,oasis,2016,odds,,,,1,1,1,1,,5
7763,oasis,2016,taken,23,0,0,0,185,27,0,235,3
7764,oasis,2016,vacancy,0,0,0,109,217,32,5,240,1
7765,oasis,2017,applied,0,0,0,0,169,22,0,0,2
7766,oasis,2017,ballot,,,,,,,,,4
7767,oasis,2017,odds,,,,,1,1,,,5
7768,oasis,2017,taken,63,0,104,208,39,17,0,431,3
7769,oasis,2017,vacancy,0,0,0,0,170,22,0,270,1
7770,oasis,2018,applied,0,0,0,0,137,44,0,0,2
7771,oasis,2018,ballot,,,,,,,,,4
7772,oasis,2018,odds,,,,1,1,1,1,,5
7773,oasis,2018,taken,83,0,0,0,137,44,0,264,3
7774,oasis,2018,vacancy,0,0,0,119,237,100,56,320,1
7775,oasis,2019,applied,107,0,59,0,115,0,0,0,2
7776,oasis,2019,ballot,,,,,SC#,,,,4
7777,oasis,2019,odds,,,,,0.991304347826087,,,,5
7778,oasis,2019,taken,107,0,59,0,114,0,0,280,3
7779,oasis,2019,vacancy,240,133,133,57,114,0,0,280,1
7780,oasis,2020,applied,124,0,76,2,108,0,0,0,2
7781,oasis,2020,ballot,,,,,SC<1,,,,4
7782,oasis,2020,odds,,,,,0.75,,,,5
7783,oasis,2020,taken,124,0,76,2,81,0,0,283,3
7784,oasis,2020,vacancy,240,116,116,40,81,0,0,280,1
7785,oasis,2021,applied,124,1,69,0,97,0,0,0,2
7786,oasis,2021,ballot,,,,,SC<1#,,,,4
7787,oasis,2021,odds,,,,,0.88659793814433,,,,5
7788,oasis,2021,taken,124,1,69,0,86,0,0,280,3
7789,oasis,2021,vacancy,240,116,115,43,86,0,0,280,1
7790,oasis,2022,applied,136,71,0,0,80,0,0,0,2
7791,oasis,2022,ballot,,SC<1,,,SC<1,,,,4
7792,oasis,2022,odds,,0.76056338028169,,,0.75,,,,5
7793,oasis,2022,taken,136,54,0,0,60,0,0,250,3
7794,oasis,2022,vacancy,190,54,0,20,60,0,0,250,1
7795,oasis,2023,applied,110,68,0,2,63,0,0,0,2
7796,oasis,2023,ballot,,,,,SC<2#,,,,4
7797,oasis,2023,odds,,,,,0.968253968253968,,,,5
7798,oasis,2023,taken,110,68,0,2,61,0,0,241,3
7799,oasis,2023,vacancy,180,70,0,21,61,0,0,240,1
7800,opera-estate,2009,applied,0,0,0,0,14,11,0,0,2
7801,opera-estate,2009,ballot,,,,,,,,,4
7802,opera-estate,2009,odds,,,,1,1,1,1,,5
7803,opera-estate,2009,taken,41,0,6,0,14,10,0,71,3
7804,opera-estate,2009,vacancy,0,0,0,67,135,121,72,180,1
7805,opera-estate,2010,applied,0,0,0,1,31,16,0,0,2
7806,opera-estate,2010,ballot,,,,,,,,,4
7807,opera-estate,2010,odds,,,,1,1,1,1,,5
7808,opera-estate,2010,taken,34,0,5,1,31,16,0,87,3
7809,opera-estate,2010,vacancy,0,0,0,70,140,109,40,180,1
7810,opera-estate,2011,applied,0,0,0,0,30,71,0,0,2
7811,opera-estate,2011,ballot,,,,,,,,,4
7812,opera-estate,2011,odds,,,,1,1,1,1,,5
7813,opera-estate,2011,taken,36,0,8,0,30,99,0,173,3
7814,opera-estate,2011,vacancy,0,0,0,68,137,107,8,180,1
7815,opera-estate,2012,applied,0,0,0,0,45,64,0,0,2
7816,opera-estate,2012,ballot,,,,,,,,,4
7817,opera-estate,2012,odds,,,,1,1,1,1,,5
7818,opera-estate,2012,taken,48,0,8,0,45,74,0,175,3
7819,opera-estate,2012,vacancy,0,0,0,62,124,82,8,180,1
7820,opera-estate,2013,applied,0,0,0,1,82,47,0,0,2
7821,opera-estate,2013,ballot,,,,,,,,,4
7822,opera-estate,2013,odds,,,,1,1,0.829787234042553,,,5
7823,opera-estate,2013,taken,45,0,15,1,82,39,0,182,3
7824,opera-estate,2013,vacancy,0,0,0,60,119,39,0,180,1
7825,opera-estate,2014,applied,0,0,0,4,88,16,0,0,2
7826,opera-estate,2014,ballot,,,,,,,,,4
7827,opera-estate,2014,odds,,,,1,1,0.625,,,5
7828,opera-estate,2014,taken,66,0,13,4,87,10,0,180,3
7829,opera-estate,2014,vacancy,0,0,0,51,97,10,0,180,1
7830,opera-estate,2015,applied,0,0,0,5,80,16,0,0,2
7831,opera-estate,2015,ballot,,,,,,,,,4
7832,opera-estate,2015,odds,,,,1,1,1,1,,5
7833,opera-estate,2015,taken,63,0,11,5,80,16,0,175,3
7834,opera-estate,2015,vacancy,0,0,0,53,101,21,5,180,1
7835,opera-estate,2016,applied,0,0,0,12,71,9,0,0,2
7836,opera-estate,2016,ballot,,,,,,,,,4
7837,opera-estate,2016,odds,,,,1,1,1,1,,5
7838,opera-estate,2016,taken,56,0,13,7,70,9,0,155,3
7839,opera-estate,2016,vacancy,0,0,0,56,104,34,25,180,1
7840,opera-estate,2017,applied,0,0,0,10,73,8,0,0,2
7841,opera-estate,2017,ballot,,,,,,,,,4
7842,opera-estate,2017,odds,,,,1,1,1,1,,5
7843,opera-estate,2017,taken,49,0,1,6,73,8,0,137,3
7844,opera-estate,2017,vacancy,0,0,0,50,94,21,13,150,1
7845,opera-estate,2018,applied,0,0,0,12,64,17,0,0,2
7846,opera-estate,2018,ballot,,,,,,,,,4
7847,opera-estate,2018,odds,,,,1,1,1,1,,5
7848,opera-estate,2018,taken,69,0,13,11,64,17,0,174,3
7849,opera-estate,2018,vacancy,0,0,0,49,87,23,6,180,1
7850,opera-estate,2019,applied,61,0,8,9,91,0,0,0,2
7851,opera-estate,2019,ballot,,,,,PR>2,,,,4
7852,opera-estate,2019,odds,,,,,0.824175824175824,,,,5
7853,opera-estate,2019,taken,61,0,8,9,75,0,0,153,3
7854,opera-estate,2019,vacancy,110,50,50,42,75,0,0,150,1
7855,opera-estate,2020,applied,56,3,14,1,83,11,0,0,2
7856,opera-estate,2020,ballot,,,,,PR1-2,SC>2,,,4
7857,opera-estate,2020,odds,,,,,0.91566265060241,0.818181818181818,,,5
7858,opera-estate,2020,taken,56,3,14,1,76,9,0,159,3
7859,opera-estate,2020,vacancy,110,54,51,39,76,9,0,150,1
7860,opera-estate,2021,applied,62,0,16,0,77,31,0,0,2
7861,opera-estate,2021,ballot,,,,,PR>2,,,,4
7862,opera-estate,2021,odds,,,,,1,,,,5
7863,opera-estate,2021,taken,62,0,16,0,77,31,0,186,3
7864,opera-estate,2021,vacancy,150,88,88,56,112,37,6,190,1
7865,opera-estate,2022,applied,74,8,0,1,70,43,0,0,2
7866,opera-estate,2022,ballot,,,,,PR>2,,,,4
7867,opera-estate,2022,odds,,,,,1,,,,5
7868,opera-estate,2022,taken,74,8,0,1,70,43,0,196,3
7869,opera-estate,2022,vacancy,130,56,0,36,107,43,0,190,1
7870,opera-estate,2023,applied,60,18,0,1,74,33,0,0,2
7871,opera-estate,2023,ballot,,,,,PR>2,,,,4
7872,opera-estate,2023,odds,,,,,1,,,,5
7873,opera-estate,2023,taken,60,18,0,1,74,33,0,186,3
7874,opera-estate,2023,vacancy,120,60,0,34,101,34,1,180,1
7875,palm-view,2012,applied,0,0,0,0,74,75,0,0,2
7876,palm-view,2012,ballot,,,,,,,,,4
7877,palm-view,2012,odds,,,,1,1,1,1,,5
7878,palm-view,2012,taken,0,0,0,0,74,76,0,150,3
7879,palm-view,2012,vacancy,0,0,0,105,210,136,60,210,1
7880,palm-view,2013,applied,0,0,0,1,125,104,0,0,2
7881,palm-view,2013,ballot,,,,,,,,,4
7882,palm-view,2013,odds,,,,1,1,0.884615384615385,,,5
7883,palm-view,2013,taken,22,0,0,1,125,92,0,240,3
7884,palm-view,2013,vacancy,0,0,0,109,217,92,0,240,1
7885,palm-view,2014,applied,0,0,0,1,158,35,0,0,2
7886,palm-view,2014,ballot,,,,,,,,,4
7887,palm-view,2014,odds,,,,1,1,1,1,,5
7888,palm-view,2014,taken,40,0,0,1,158,35,0,234,3
7889,palm-view,2014,vacancy,0,0,0,100,199,41,6,240,1
7890,palm-view,2015,applied,0,0,0,6,119,39,0,0,2
7891,palm-view,2015,ballot,,,,,,,,,4
7892,palm-view,2015,odds,,,,1,1,0.871794871794872,,,5
7893,palm-view,2015,taken,82,0,1,4,119,34,0,240,3
7894,palm-view,2015,vacancy,0,0,0,79,153,34,0,240,1
7895,palm-view,2016,applied,0,0,0,4,119,33,0,0,2
7896,palm-view,2016,ballot,,,,,,,,,4
7897,palm-view,2016,odds,,,,1,1,1,1,,5
7898,palm-view,2016,taken,82,0,-2,4,118,33,0,235,3
7899,palm-view,2016,vacancy,0,0,0,80,156,38,5,240,1
7900,palm-view,2017,applied,0,0,0,4,104,24,0,0,2
7901,palm-view,2017,ballot,,,,,,,,,4
7902,palm-view,2017,odds,,,,1,1,1,1,,5
7903,palm-view,2017,taken,106,0,1,2,104,24,0,237,3
7904,palm-view,2017,vacancy,0,0,0,67,131,27,3,240,1
7905,palm-view,2018,applied,0,0,0,8,139,0,0,0,2
7906,palm-view,2018,ballot,,,,,,,,,4
7907,palm-view,2018,odds,,,,1,0.985611510791367,,,,5
7908,palm-view,2018,taken,126,0,1,6,137,0,0,270,3
7909,palm-view,2018,vacancy,0,0,0,72,137,0,0,270,1
7910,palm-view,2019,applied,94,0,4,2,97,46,0,0,2
7911,palm-view,2019,ballot,,,,,,,,,4
7912,palm-view,2019,odds,,,,,,,,,5
7913,palm-view,2019,taken,94,0,4,2,97,46,0,243,3
7914,palm-view,2019,vacancy,200,106,106,71,143,46,0,240,1
7915,palm-view,2020,applied,105,0,3,10,100,79,0,0,2
7916,palm-view,2020,ballot,,,,,,SC1-2,,,4
7917,palm-view,2020,odds,,,,,,0.784810126582278,,,5
7918,palm-view,2020,taken,105,0,3,10,100,62,0,280,3
7919,palm-view,2020,vacancy,240,135,135,86,162,62,0,280,1
7920,palm-view,2021,applied,96,0,10,3,89,61,0,0,2
7921,palm-view,2021,ballot,,,,,,,,,4
7922,palm-view,2021,odds,,,,,,,,,5
7923,palm-view,2021,taken,96,0,10,3,89,61,0,259,3
7924,palm-view,2021,vacancy,240,144,144,87,172,86,25,280,1
7925,palm-view,2022,applied,93,9,0,1,56,59,0,0,2
7926,palm-view,2022,ballot,,,,,,,,,4
7927,palm-view,2022,odds,,,,,,,,,5
7928,palm-view,2022,taken,93,9,0,1,56,59,0,218,3
7929,palm-view,2022,vacancy,180,88,0,46,138,82,23,240,1
7930,palm-view,2023,applied,102,8,0,0,76,67,0,0,2
7931,palm-view,2023,ballot,,,,,,SC1-2,,,4
7932,palm-view,2023,odds,,,,,,0.805970149253731,,,5
7933,palm-view,2023,taken,102,8,0,0,76,54,0,240,3
7934,palm-view,2023,vacancy,180,78,0,43,130,54,0,240,1
7935,park-view,2009,applied,0,0,0,0,72,14,0,0,2
7936,park-view,2009,ballot,,,,,,,,,4
7937,park-view,2009,odds,,,,1,1,1,1,,5
7938,park-view,2009,taken,60,0,12,0,72,14,0,158,3
7939,park-view,2009,vacancy,0,0,0,54,108,36,20,180,1
7940,park-view,2010,applied,0,0,0,0,53,1,0,0,2
7941,park-view,2010,ballot,,,,,,,,,4
7942,park-view,2010,odds,,,,1,1,1,1,,5
7943,park-view,2010,taken,53,0,8,0,53,1,0,115,3
7944,park-view,2010,vacancy,0,0,0,60,119,67,48,180,1
7945,park-view,2011,applied,0,0,0,1,54,7,0,0,2
7946,park-view,2011,ballot,,,,,,,,,4
7947,park-view,2011,odds,,,,1,1,1,1,,5
7948,park-view,2011,taken,57,0,7,1,53,31,0,149,3
7949,park-view,2011,vacancy,0,0,0,58,115,62,31,180,1
7950,park-view,2012,applied,0,0,0,0,46,3,0,0,2
7951,park-view,2012,ballot,,,,,,,,,4
7952,park-view,2012,odds,,,,1,1,1,1,,5
7953,park-view,2012,taken,59,0,6,0,46,21,0,132,3
7954,park-view,2012,vacancy,0,0,0,58,115,69,48,180,1
7955,park-view,2013,applied,0,0,0,1,72,5,0,0,2
7956,park-view,2013,ballot,,,,,,,,,4
7957,park-view,2013,odds,,,,1,1,1,1,,5
7958,park-view,2013,taken,56,0,9,1,72,11,0,149,3
7959,park-view,2013,vacancy,0,0,0,58,114,42,31,180,1
7960,park-view,2014,applied,0,0,0,0,75,4,0,0,2
7961,park-view,2014,ballot,,,,,,,,,4
7962,park-view,2014,odds,,,,1,1,1,1,,5
7963,park-view,2014,taken,52,0,7,0,75,4,0,138,3
7964,park-view,2014,vacancy,0,0,0,61,121,46,42,180,1
7965,park-view,2015,applied,0,0,0,1,42,3,0,0,2
7966,park-view,2015,ballot,,,,,,,,,4
7967,park-view,2015,odds,,,,1,1,1,1,,5
7968,park-view,2015,taken,44,0,0,1,42,3,0,90,3
7969,park-view,2015,vacancy,0,0,0,68,135,93,90,180,1
7970,park-view,2016,applied,0,0,0,0,39,2,0,0,2
7971,park-view,2016,ballot,,,,,,,,,4
7972,park-view,2016,odds,,,,1,1,1,1,,5
7973,park-view,2016,taken,51,0,3,0,38,2,0,94,3
7974,park-view,2016,vacancy,0,0,0,48,96,58,56,150,1
7975,park-view,2017,applied,0,0,0,0,47,28,0,0,2
7976,park-view,2017,ballot,,,,,,,,,4
7977,park-view,2017,odds,,,,1,1,1,1,,5
7978,park-view,2017,taken,34,0,3,0,46,28,0,111,3
7979,park-view,2017,vacancy,0,0,0,72,143,97,69,180,1
7980,park-view,2018,applied,0,0,0,2,66,44,0,0,2
7981,park-view,2018,ballot,,,,,,,,,4
7982,park-view,2018,odds,,,,1,1,1,1,,5
7983,park-view,2018,taken,40,0,7,0,66,44,0,157,3
7984,park-view,2018,vacancy,0,0,0,67,133,67,23,180,1
7985,park-view,2019,applied,41,0,6,0,61,23,0,0,2
7986,park-view,2019,ballot,,,,,,,,,4
7987,park-view,2019,odds,,,,,,,,,5
7988,park-view,2019,taken,41,0,6,0,61,23,0,131,3
7989,park-view,2019,vacancy,110,69,69,52,103,42,19,150,1
7990,park-view,2020,applied,48,0,7,0,95,35,0,0,2
7991,park-view,2020,ballot,,,,,,SC#,,,4
7992,park-view,2020,odds,,,,,,0.914285714285714,,,5
7993,park-view,2020,taken,48,0,7,0,95,32,0,182,3
7994,park-view,2020,vacancy,140,92,92,63,125,32,0,180,1
7995,park-view,2021,applied,53,0,10,0,83,23,0,0,2
7996,park-view,2021,ballot,,,,,,,,,4
7997,park-view,2021,odds,,,,,,,,,5
7998,park-view,2021,taken,53,0,10,0,83,23,0,169,3
7999,park-view,2021,vacancy,140,87,88,59,118,35,12,180,1
8000,park-view,2022,applied,62,10,0,1,58,38,0,0,2
8001,park-view,2022,ballot,,,,,,,,,4
8002,park-view,2022,odds,,,,,,,,,5
8003,park-view,2022,taken,62,10,0,1,58,38,0,169,3
8004,park-view,2022,vacancy,120,58,0,36,108,50,12,180,1
8005,park-view,2023,applied,64,13,0,2,66,37,0,0,2
8006,park-view,2023,ballot,,,,,,PR<1#,,,4
8007,park-view,2023,odds,,,,,,0.945945945945946,,,5
8008,park-view,2023,taken,64,13,0,2,66,35,0,180,3
8009,park-view,2023,vacancy,120,56,0,34,101,35,0,180,1
8010,pasir-ris,2009,applied,0,0,0,20,100,0,0,0,2
8011,pasir-ris,2009,ballot,,,,,,,,,4
8012,pasir-ris,2009,odds,,,,1,0.76,,,,5
8013,pasir-ris,2009,taken,98,0,16,20,76,0,0,210,3
8014,pasir-ris,2009,vacancy,0,0,0,48,76,0,0,210,1
8015,pasir-ris,2010,applied,0,0,0,22,78,0,0,0,2
8016,pasir-ris,2010,ballot,,,,,,,,,4
8017,pasir-ris,2010,odds,,,,1,0.769230769230769,,,,5
8018,pasir-ris,2010,taken,87,0,11,22,60,0,0,180,3
8019,pasir-ris,2010,vacancy,0,0,0,41,60,0,0,180,1
8020,pasir-ris,2011,applied,0,0,0,26,91,0,0,0,2
8021,pasir-ris,2011,ballot,,,,,,,,,4
8022,pasir-ris,2011,odds,,,,1,0.549450549450549,,,,5
8023,pasir-ris,2011,taken,93,0,12,26,50,0,0,181,3
8024,pasir-ris,2011,vacancy,0,0,0,38,50,0,0,180,1
8025,pasir-ris,2012,applied,0,0,0,27,77,0,0,0,2
8026,pasir-ris,2012,ballot,,,,,,,,,4
8027,pasir-ris,2012,odds,,,,1,0.948051948051948,,,,5
8028,pasir-ris,2012,taken,65,0,15,27,73,0,0,180,3
8029,pasir-ris,2012,vacancy,0,0,0,50,73,0,0,180,1
8030,pasir-ris,2013,applied,0,0,0,30,80,0,0,0,2
8031,pasir-ris,2013,ballot,,,,,,,,,4
8032,pasir-ris,2013,odds,,,,1,0.6625,,,,5
8033,pasir-ris,2013,taken,83,0,14,30,53,0,0,180,3
8034,pasir-ris,2013,vacancy,0,0,0,42,53,0,0,180,1
8035,pasir-ris,2014,applied,0,0,0,41,70,0,0,0,2
8036,pasir-ris,2014,ballot,,,,,,,,,4
8037,pasir-ris,2014,odds,,,,0.75609756097561,0.442857142857143,,,,5
8038,pasir-ris,2014,taken,96,0,22,31,31,0,0,180,3
8039,pasir-ris,2014,vacancy,0,0,0,31,31,0,0,180,1
8040,pasir-ris,2015,applied,0,0,0,23,70,0,0,0,2
8041,pasir-ris,2015,ballot,,,,,,,,,4
8042,pasir-ris,2015,odds,,,,1,0.742857142857143,,,,5
8043,pasir-ris,2015,taken,89,0,17,22,52,0,0,180,3
8044,pasir-ris,2015,vacancy,0,0,0,37,52,0,0,180,1
8045,pasir-ris,2016,applied,0,0,0,23,89,0,0,0,2
8046,pasir-ris,2016,ballot,,,,,,,,,4
8047,pasir-ris,2016,odds,,,,1,0.786516853932584,,,,5
8048,pasir-ris,2016,taken,74,0,14,22,70,0,0,180,3
8049,pasir-ris,2016,vacancy,0,0,0,46,70,0,0,180,1
8050,pasir-ris,2017,applied,0,0,0,28,90,0,0,0,2
8051,pasir-ris,2017,ballot,,,,,,,,,4
8052,pasir-ris,2017,odds,,,,1,0.766666666666667,,,,5
8053,pasir-ris,2017,taken,63,0,20,28,69,0,0,180,3
8054,pasir-ris,2017,vacancy,0,0,0,49,69,0,0,180,1
8055,pasir-ris,2018,applied,0,0,0,27,70,0,0,0,2
