index,school_id,name,logo_url,area,address,postal_code,website,parent_volunteer,type_sap,type_boys-only,type_girls-only,type_gep,affiliations,logo_url2,moe_url
84,marsiling,Marsiling Primary School,https://sgschooling.com/img/logo/marsiling.jpg,Woodlands,31 Woodlands Centre Road S738927,738927,http://www.marsilingpri.moe.edu.sg,,false,false,false,false,,Marsiling Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=marsiling-primary-school
85,marymount-convent,Marymount Convent School,https://sgschooling.com/img/logo/marymount-convent.jpg,Toa Payoh,20 Marymount Road S297754,297754,http://www.marymountconvent.moe.edu.sg,,false,false,true,false,,Marymount Convent School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=marymount-convent-school
86,mayflower,Mayflower Primary School,https://sgschooling.com/img/logo/mayflower.jpg,Ang Mo Kio,200 Ang Mo Kio Avenue 5 S569878,569878,http://www.mayflowerpri.moe.edu.sg,,false,false,false,false,,Mayflower Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=mayflower-primary-school
87,mee-toh,Mee Toh School,https://sgschooling.com/img/logo/mee-toh.jpg,Punggol,21 Edgedale Plains S828867,828867,http://www.meetoh.moe.edu.sg/,"60h, apply in Jul, drop in box at Main Gate during the 3 days! ",false,false,false,false,Manjusri Secondary School,Mee Toh School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=mee-toh-school
88,meridian,Meridian Primary School,https://sgschooling.com/img/logo/meridian.jpg,Pasir Ris,20 Pasir Ris St 71 S518798,518798,http://www.meridianpri.moe.edu.sg/,,false,false,false,false,,Meridian Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=meridian-primary-school
89,methodist-girls,Methodist Girls' School (Primary),https://sgschooling.com/img/logo/methodist-girls.jpg,Bukit Timah,11 Blackmore Drive S599986,599986,https://www.mgs.moe.edu.sg/,"40h, apply in Apr",false,false,true,false,Methodist Girls’ School,Methodist Girls' School (Primary).jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=methodist-girls-school-primary
90,montfort-junior,Montfort Junior School,https://sgschooling.com/img/logo/montfort-junior.jpg,Hougang,52 Hougang Avenue 8 S538786,538786,http://www.montfortjunior.moe.edu.sg/,,false,true,false,false,Montfort Secondary School,Montfort Junior School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=montfort-junior-school
91,nan-chiau,Nan Chiau Primary School,https://sgschooling.com/img/logo/nan-chiau.jpg,Sengkang,50 Anchorvale Link S545080,545080,http://www.ncps.moe.edu.sg,"Singapore Hokkein Huay Kuan, 2y membership, 80h ",false,false,false,false,,Nan Chiau Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=nan-chiau-primary-school
182,nan-hua,Nan Hua Primary School,https://sgschooling.com/img/logo/nan-hua.jpg,Clementi,30 Jalan Lempeng S128806,128806,http://www.nanhuapri.moe.edu.sg,"40h, requires interview, apply in Mar",true,false,false,true,,Nan Hua Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=nan-hua-primary-school
104,nanyang,Nanyang Primary School,https://sgschooling.com/img/logo/nanyang.jpg,Bukit Timah,52 King’s Road S268097,268097,http://www.nyps.moe.edu.sg,"80h, requires CV & interview",true,false,false,true,Nanyang Girls’ High School,Nanyang Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=nanyang-primary-school
92,naval-base,Naval Base Primary School,https://sgschooling.com/img/logo/naval-base.jpg,Yishun,7 Yishun Ave 4 S769028,769028,http://www.navalbasepri.moe.edu.sg/,,false,false,false,false,,Naval Base Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=naval-base-primary-school
93,new-town,New Town Primary School,https://sgschooling.com/img/logo/new-town.jpg,Queenstown,300 Tanglin Halt Road S148812,148812,http://www.newtownpri.moe.edu.sg/,,false,false,false,false,,New Town Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=new-town-primary-school
94,ngee-ann,Ngee Ann Primary School,https://sgschooling.com/img/logo/ngee-ann.jpg,Marine Parade,344 Marine Terrace S449149,449149,http://www.ngeeannpri.moe.edu.sg,,false,false,false,false,Ngee Ann Secondary School,Ngee Ann Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=ngee-ann-primary-school
95,north-spring,North Spring Primary School,https://sgschooling.com/img/logo/north-spring.jpg,Sengkang,1 Rivervale Street S545088,545088,http://www.northspringpri.moe.edu.sg,,false,false,false,false,,North Spring Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=north-spring-primary-school
96,north-view,North View Primary School,https://sgschooling.com/img/logo/north-view.jpg,Yishun,210 Yishun Avenue 6 S768960,768960,http://www.northviewpri.moe.edu.sg,,false,false,false,false,,North View Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=north-view-primary-school
97,north-vista,North Vista Primary School,https://sgschooling.com/img/logo/north-vista.jpg,Sengkang,20 Compassvale Link S544974,544974,http://www.northvistapri.moe.edu.sg,,false,false,false,false,,North Vista Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=north-vista-primary-school
98,northland,Northland Primary School,https://sgschooling.com/img/logo/northland.jpg,Yishun,15 Yishun Avenue 4 S769026,769026,http://www.northlandpri.moe.edu.sg,"70h, apply in Mar",false,false,false,false,,Northland Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=northland-primary-school
99,northoaks,Northoaks Primary School,https://sgschooling.com/img/logo/northoaks.jpg,Sembawang,61 Sembawang Drive S757622,757622,http://www.northoakspri.moe.edu.sg,,false,false,false,false,,Northoaks Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=northoaks-primary-school
179,northshore,Northshore Primary School,https://sgschooling.com/img/logo/northshore.jpg,Punggol,30 Northshore Drive S828671,828671,https://northshorepri.moe.edu.sg/,,false,false,false,false,,Northshore Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=northshore-primary-school
100,oasis,Oasis Primary School,https://sgschooling.com/img/logo/oasis.jpg,Punggol,71 Edgefield Plains S828716,828716,http://www.oasispri.moe.edu.sg/,,false,false,false,false,,Oasis Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=oasis-primary-school
101,opera-estate,Opera Estate Primary School,https://sgschooling.com/img/logo/opera-estate.jpg,Bedok,48 Fidelio Street S458436,458436,http://www.operaestatepri.moe.edu.sg,,false,false,false,false,,Opera Estate Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=opera-estate-primary-school
102,palm-view,Palm View Primary School,https://sgschooling.com/img/logo/palm-view.jpg,Sengkang,150 Compassvale Bow S544822,544822,http://www.palmviewpri.moe.edu.sg,,false,false,false,false,,Palm View Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=palm-view-primary-school
103,park-view,Park View Primary School,https://sgschooling.com/img/logo/park-view.jpg,Pasir Ris,60 Pasir Ris Drive 1 S519524,519524,http://www.parkviewpri.moe.edu.sg,,false,false,false,false,,Park View Primary School.jpg,https://www.moe.gov.sg/schoolfinder/schooldetail?schoolname=park-view-primary-school
